,0,1,2,3
0,0.05403099306989749,0.1899846374082867,0.09002358434302847,0.07279059831751711
1,0.07033003881723886,0.2165341218446851,0.09049971756755404,0.06503408525550564
2,0.1089701622901695,0.09242653545507212,0.09162658554100342,0.24581833210931314
3,0.1041169327598402,0.2780336867047393,0.13731020884442285,0.12611714623887166
4,0.1539573674710159,0.1989932774198074,0.31284686081440644,0.16532431052982538
5,0.15665393340020406,0.1601164107177047,0.3811977276578276,0.18037499383768196
6,0.2037447678255249,0.23244013706059893,0.42406273748584766,0.24348757035294208
7,0.4702649079100649,0.27090528730963676,0.22504559156339418,0.21408030301240713
8,0.04326565555243994,0.044769417815830645,0.06875922882630532,0.04475765776364896
9,0.049911244127898054,0.05198392806363738,0.1041064593769498,0.05111531521061549
10,0.05744037851799273,0.06091822603607625,0.15135536868912522,0.06655047339932604
11,0.05972511258487332,0.0321890042518283,0.08096656629128998,0.19179984456316776
12,0.11482521155914288,0.10679468277422059,0.11438615853559209,0.2412819252051785
13,0.15928220207653815,0.14773379296699005,0.2969686992269296,0.1814246152451721
14,0.18260594967414412,0.19127172706135404,0.3598287731490995,0.19828982522672306
15,0.22321372687988145,0.22488412020194956,0.5222345845493575,0.24835033353735245
16,0.039732541404047673,0.0376726598684939,0.040125859438588374,0.05439149897402061
17,0.04520856693072471,0.03951553035997075,0.04405800824178386,0.07467607545683241
18,0.09971939585420873,0.03710223335746905,0.03697140037004735,0.028969644490553222
19,0.0,0.0,0.0,0.0
20,0.08396565385499674,0.08170634607604062,0.12800917635367157,0.09481429000630695
21,0.1338682275753812,0.09521215507339192,0.1119210805866109,0.32646217167998903
22,0.23151348618094797,0.22690119115288562,0.42158425931715626,0.231426339705011
23,0.2988220602194424,0.307461088371699,0.5829909142748813,0.31394957809182283
24,0.03344592139981851,0.029702499811622728,0.030721239318324885,0.03677669128524463
25,0.03409591947299829,0.031621537612228634,0.033377095460648695,0.039817429110314516
26,0.031624266191954534,0.029620848952128586,0.028925686244481448,0.037476191785734685
27,0.02833659881616875,0.014567554846910044,0.016423857825912182,0.01838278865006988
28,0.05824888924527043,0.047735214551009424,0.04737214245037616,0.04368220761590295
29,0.0,0.0,0.0,0.0
30,0.1630766234806094,0.156549168464506,0.47092203970895835,0.24182675869921996
31,0.37947992424355637,0.4483604622362744,0.6545486279482552,0.3892386482101851
32,0.025285352273676294,0.012570962448791434,0.01825326843210488,0.028516349975384304
33,0.023569798896324684,0.011938909321978174,0.013698073404496903,0.03364691149634687
34,0.023455460142944768,0.014963572326405192,0.006193442085649724,0.007531339413136246
35,0.0,0.0,0.0,0.0
36,0.05178029807525897,0.032448310289910694,0.08212551065902746,0.16298811069279787
37,0.06276009846986605,0.38346798366186224,0.08061443705298305,0.1829848547980294
38,0.17076526031192113,0.24562839347686938,0.12442246714591232,0.5913065997205346
39,0.4077176632641269,0.42036645960541413,0.8011151789636196,0.46800355952124834
40,0.008466267423209373,0.0012106097737708782,0.0002771544151031031,0.004020809681617658
41,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0
43,1.2443832051624983e-05,0.0028888381591785084,8.644716415413794e-05,0.004642978030354548
44,0.053040686534894056,0.00612614006062927,0.0327270821853664,0.04713629270428986
45,0.11535904482061166,0.01856104720727471,0.022772183486491553,0.061383018833969946
46,0.0,0.0,0.0,0.0
47,0.3705221031276596,0.3732042932093172,0.8968531338626249,0.576371739781308
48,0.00040272076196119235,2.1088211378459877e-05,2.3369225267932365e-08,0.0004313316035958919
49,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
51,0.00012443832051624982,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0
53,0.026400212147013845,0.00012200749411238682,7.547438938842747e-05,0.0
54,0.0,0.0,0.0,0.0
55,0.26629471213654377,0.4233087352436782,0.9993580858304151,0.7139174642829246
56,1.7199034635035088e-08,3.107046756592587e-08,1.707278469402481e-08,7.856136164338659e-07
57,1.0861046065705661e-16,2.7930340674445425e-10,0.0,0.0
58,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.00010837803141680615
61,0.0018277002530590006,0.0,0.0,1.8361758295069917e-05
62,5.540717615012677e-05,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0
