,0,1,2,3
0,6.0549969151731125e-18,8.803459871426153e-18,1.542714046193319e-06,1.05884288217451e-17
1,6.985891664639056e-09,6.514869014243164e-16,4.2747210260967995e-06,1.9085810573460606e-17
2,3.313752769246994e-16,1.980807713952234e-13,1.0686801297563664e-05,8.956327935375364e-14
3,6.939759593943546e-16,1.1719153199086676e-15,2.671700290605158e-05,1.3944014686710313e-15
4,5.894372684421861e-15,5.477870289853722e-15,6.679250716356289e-05,4.273374248326534e-15
5,1.1078263804207253e-14,0.00016698126787430552,3.312619856105204e-14,1.6008930832345758e-14
6,3.457035339698707e-14,0.00041745316967313777,3.013811920779408e-14,5.89815370548675e-14
7,1.9507157475144088e-05,4.473678225426758e-14,4.61787879248875e-14,3.572698682146025e-14
8,5.362525952258226e-18,8.568894399162329e-18,3.316231526074207e-08,1.2217715461339795e-17
9,9.344845135866022e-17,1.336600762694647e-15,3.1476011314675266e-17,3.2367578869835054e-17
10,3.9333625020416123e-16,3.891498282410908e-16,7.260262467919017e-13,1.8471892145489633e-16
11,6.318544699726598e-16,1.8398213075143326e-15,4.517572219730427e-16,6.185358557715047e-07
12,6.183447875920712e-14,1.059473248595055e-13,7.825899250673303e-05,3.839349035719954e-14
13,8.971440639949232e-14,3.689672939535069e-05,6.472654060794956e-14,1.0808428624813729e-13
14,5.692894202436529e-05,7.398857626773308e-14,0.0011460455008488976,1.1997561584951873e-13
15,0.002865113752122242,1.5598828121250484e-13,1.0698056734923465e-13,2.2116934685734151e-13
16,1.1154095134573313e-17,2.1761085164013374e-17,6.652634036435594e-15,1.1343155637095877e-17
17,1.6755423463478048e-16,1.1876335399292361e-15,2.06886556117188e-16,2.000521730038194e-16
18,3.170396214768413e-16,1.5291609341018677e-16,1.0315768757042014e-16,1.172161301843946e-13
19,0.0,0.0,0.0,0.0
20,1.1260244151155732e-13,2.5144612102550034e-14,2.2589069520936252e-05,4.2618877756463504e-14
21,3.0299913477432854e-13,2.204818401644111e-13,1.2549465090560292e-07,3.0046253817183743e-13
22,7.317685971165661e-13,6.502380453755893e-10,1.7830398556872378e-12,0.00047252764702524803
23,0.007162784380305604,2.8981571758027677e-12,1.2250136094856092e-12,3.441354982875229e-12
24,4.697728148861153e-17,3.4685425060268233e-14,3.77910744033222e-17,3.723162713490495e-17
25,8.291066003844876e-16,2.1311330290626457e-16,3.9138543535226073e-16,1.5389485962785019e-15
26,9.070156110160576e-13,2.5440326830801655e-12,9.128248433179056e-16,5.929060281752615e-13
27,1.583682617260601e-14,2.912748210296301e-12,4.722780509936163e-15,1.4034095019999435e-12
28,4.321040718395248e-09,2.807709015660275e-13,2.2082508807674366e-12,5.518113707883026e-12
29,0.0,0.0,0.0,0.0
30,3.750490647301663e-12,8.035205760373966e-06,1.1416526456881607e-11,2.94795368383544e-11
31,0.00257860245299546,2.760336071976379e-10,0.01790696095076401,7.575826930031586e-10
32,3.087832794443871e-13,3.1090214555688734e-17,4.3936329657132713e-17,3.2913715853092596e-17
33,4.940781265724387e-16,6.331364752620672e-17,2.962563346554849e-17,5.1073632710389446e-17
34,6.201391763076911e-20,4.43869509238946e-21,1.1397891110150512e-17,1.4652084992603918e-13
35,0.0,0.0,0.0,0.0
36,2.016532044706719e-11,1.0940264109729378e-09,1.558241355859812e-11,4.437043215751941e-12
37,1.3192903502006954e-11,4.2344831440793235e-06,8.118167971605481e-11,8.739000030295458e-11
38,9.510807530390109e-11,8.76970158270262e-11,0.052305912278515325,1.0718624392007238e-10
39,9.520412718062585e-08,6.439748708213928e-08,0.14744991511035657,6.53244373357492e-08
40,1.1937932060194977e-12,8.391050003673728e-21,5.0266985089553365e-18,4.962998662796188e-17
41,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0
43,1.759216488343903e-13,1.7911054519254998e-12,9.183445804842653e-14,0.0
44,7.55909639655482e-11,6.009271913777555e-11,1.121462820572185e-11,2.7896917027500472e-11
45,1.2726617809005631e-05,7.825084640291633e-13,9.657152027797788e-11,2.1137329355936147e-11
46,0.0,0.0,0.0,0.0
47,3.999479132134106e-07,0.4,2.8922877640412644e-06,2.27158521435095e-06
48,1.715725670276214e-16,1.9002342833405756e-16,3.085232052216392e-13,5.2551648067918257e-17
49,0.0,0.0,0.0,0.0
50,0.0,5.0215022086752264e-11,1.471849627592084e-11,0.0
51,0.0,0.0,0.0,8.039141814989192e-12
52,0.0,0.0,0.0,0.0
53,5.751279243754158e-10,2.0884731923503434e-10,3.0389794939308365e-10,1.1073459151389879e-12
54,0.0,0.0,0.0,0.0
55,1.0,4.292504285670187e-05,0.05401214477478791,4.5695621185941256e-05
56,3.0340772353865445e-15,4.804739781116586e-15,8.163767619471814e-15,2.098038003608761e-11
57,2.0673971611076083e-13,4.6654680378884136e-11,9.179076339342917e-14,2.084032093355883e-13
58,1.0285779561852337e-10,7.737913573259239e-13,1.5090659931500425e-13,1.2405131139974026e-12
59,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0
61,2.3672456832385843e-08,0.00032400004742821203,2.6686046346698837e-08,0.0005829068051736285
62,0.0,0.0,4.070194724345182e-06,0.0
63,0.0,0.0,0.0,0.0
