,0,1,2,3
0,1.7254059700817723e-05,2.2210394591990012e-05,1.9268501338564537e-05,0.056275880857356686
1,1.1712510882865244e-05,4.632366690235257e-05,0.06252875650817413,1.1659211738396506e-05
2,2.9403128128331248e-05,0.06947639612019355,3.811074107604626e-05,1.3899410595326816e-05
3,1.71778202724506e-05,0.09676638264840332,1.7961071913121443e-05,2.1339746375990364e-05
4,9.72479679661823e-06,9.696082902638205e-06,0.16839561348758847,7.44218149985502e-06
5,1.1518281052484566e-05,3.0447804881234966e-05,9.696860240776531e-06,0.3629351981559613
6,1.6404680481243465e-06,4.817895051188654e-05,0.4032613312844018,1.791083323564081e-05
7,0.43880449541284217,4.3445124821010526e-06,1.0009362030333379e-05,2.1221094674780744e-06
8,6.891445235892411e-06,1.8229812098873345e-05,1.1725857078417963e-05,1.834747134051896e-05
9,8.756238441558846e-06,3.107667758365376e-05,7.762390768092153e-05,1.5050223860734877e-05
10,4.614549775256189e-06,1.3785760649737137e-05,0.062452243897657266,3.765570695324844e-05
11,1.0141877318574403e-06,0.16837985465931038,6.5577028502332795e-06,1.2293543244263913e-05
12,1.4619642540549172e-06,2.2814764185041827e-06,1.7411479366178628e-05,0.19103837831099552
13,1.227125316238943e-05,3.235609916639206e-06,9.949856067397464e-06,0.25201808739966036
14,1.8192594788339367e-05,0.44806814587155774,4.079076958752948e-06,5.363771250782358e-06
15,0.4978534954128422,3.5173754883127013e-06,7.847368338293045e-05,3.782474390895247e-07
16,3.6952484828430075e-06,4.446485392842424e-06,5.302843051460805e-06,6.281058589053076e-06
17,5.829091479615782e-06,7.161202737365822e-06,1.3102550379873928e-05,6.556929241752888e-06
18,1.3924765730641286e-05,9.826583992818654e-07,3.738428837514903e-05,7.282178553393967e-06
19,0.0,0.0,0.0,0.0
20,6.906592163608993e-07,6.257380751906488e-06,4.099951946041723e-07,1.6307197790143847e-05
21,5.444239285109052e-07,2.7320493792544702e-06,0.00011443309060671414,2.5189208308205922e-05
22,5.910555337587321e-07,0.0002280535106474505,9.297011647139479e-08,1.8374574022345985e-06
23,3.0531262460909386e-05,0.0,0.6560999999999979,0.0
24,1.0621773839585084e-06,4.4667998604153514e-07,2.0820627434280096e-06,1.5776976904170954e-06
25,1.2675309421188006e-06,6.776881869516996e-07,2.5083011386485e-06,1.675077871793566e-06
26,3.009983491244941e-06,9.312210421283245e-07,1.0772832102152907e-06,9.777246889226698e-07
27,1.1512908360005347e-07,1.9128745210197203e-06,4.975822868580389e-07,8.331183255693043e-07
28,6.152375049543694e-06,3.189184530877668e-06,9.580434997478186e-06,1.596515659278823e-06
29,0.0,0.0,0.0,0.0
30,2.800476855002245e-06,6.529509026895205e-06,8.619255866775548e-06,0.0
31,0.0,0.0,0.7289999999999983,0.0
32,2.0680065839439554e-07,8.796942711853256e-08,3.418961599152578e-07,1.3597610831008134e-07
33,1.6777429808527875e-07,5.604140848167806e-08,3.1649227746528345e-07,1.9002298413379325e-07
34,5.195338868140499e-08,2.682418896585967e-08,1.3310112545927017e-08,2.438892162478216e-07
35,0.0,0.0,0.0,0.0
36,7.041736864423401e-07,9.381208901456785e-07,3.9918550969913557e-07,2.415453161897794e-05
37,4.329896663842433e-06,5.2526858642065575e-06,1.4091479101861375e-05,1.676588371057502e-05
38,0.0,0.00011922005421043225,1.4738927532186186e-06,2.2985773898574332e-05
39,0.8099999999999987,0.0,0.0,0.0
40,2.0927040157380265e-09,1.1998894334214327e-09,3.0173210659101776e-08,6.4372243180255985e-09
41,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0
43,0.0,1.3363724518926461e-08,0.0,0.0
44,3.693883845846021e-07,0.0,0.0,1.2027352067033816e-09
45,2.3914913375724563e-06,2.992045915135277e-08,1.970014556052801e-06,1.5944922831863585e-06
46,0.0,0.0,0.0,0.0
47,2.8296777762446343e-05,0.899999999999999,0.0,2.0078369937343718e-05
48,1.208786025616988e-09,2.092616185435455e-10,4.3189072863694215e-10,3.5777899001495153e-09
49,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0
55,0.0,0.0,0.9999999999999996,0.0
56,0.0,0.0,1.0879074230552891e-10,0.0
57,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0
62,0.0,0.1,0.0,0.0
63,0.0,0.0,0.0,0.0
