,0,1,2,3
0,7.511452292423421e-06,0.0007659764825896464,1.1394824354177894e-05,8.88248809770296e-06
1,6.886993051042142e-06,4.074280462225669e-05,0.00109425211798521,4.5856934397073106e-05
2,5.909193526851308e-06,2.8418189527294112e-05,0.0027171379766104163,1.0672935689024966e-05
3,2.196521364379476e-05,0.003881625680872027,2.6254385117494e-05,1.8875646267655993e-05
4,2.01951315583087e-05,3.0972830646727454e-05,0.0012265355081783932,3.3167585729007325e-05
5,3.642861326938963e-05,0.003160767412328303,5.552350672103164e-05,4.075624710917149e-05
6,0.0018414432867661853,9.560891928937361e-05,4.2486196959230094e-05,2.7637593472817632e-05
7,0.0004427863009903377,4.31499657681913e-05,6.88168972484056e-05,2.6907869115056282e-05
8,3.3712289525277985e-06,4.74201592890211e-06,2.6651406480544468e-05,5.7808197491799405e-06
9,3.2555847824659573e-06,1.2065970215954052e-05,0.0007248988794223781,4.624116383066801e-06
10,5.311770081032837e-06,2.6960562680180328e-05,0.0005682829815234273,7.959797282898962e-06
11,5.932070686382196e-06,2.2813328079911488e-05,0.005545179544102899,1.604467911376846e-05
12,2.950599678612031e-05,7.424323209155867e-05,0.007921685063004148,2.6770978117216856e-05
13,4.5236508737109824e-05,0.011383777453429236,4.68444602908723e-05,5.5352557778232566e-05
14,0.000123429885606249,0.018516191828911028,7.092549175956379e-05,3.1661161101872965e-05
15,0.012266246952906349,6.281785602595672e-05,4.279179748623129e-05,1.2662223302951129e-05
16,2.6673490800068106e-06,3.4467600915741214e-06,4.3104542529852206e-06,3.30135737412458e-06
17,4.123329829790187e-06,6.36398160034078e-06,9.905679944281215e-06,4.387831531460097e-06
18,2.1841597305862055e-05,6.8808896306371385e-06,9.362008771985396e-06,1.5718942308383664e-05
19,0.0,0.0,0.0,0.0
20,6.943297473045009e-06,0.001815916398538861,5.96806111592452e-05,7.082535438231068e-06
21,5.920723646141973e-07,5.971898876137165e-05,0.00807907319527705,1.032515451241711e-05
22,0.05635916822227127,3.321279156116045e-05,6.685255641187001e-06,5.0500420544426154e-05
23,0.0,0.0,0.006357602751223738,8.301805959352021e-06
24,2.891774118365118e-06,4.521255320378587e-06,4.164474024400381e-06,4.236466020691335e-06
25,3.81908552543446e-06,1.2515052299897531e-05,1.1778335491452395e-05,7.5827562177373485e-06
26,6.1521964997153696e-06,3.819753562342188e-05,3.334502202034777e-05,1.0134942591796487e-05
27,1.92048353349662e-06,0.00021611197682876808,2.582949502500766e-05,9.116891970389887e-06
28,0.0033556898029416323,3.7614942687039728e-06,1.7261661528063105e-05,6.079008988763947e-06
29,0.0,0.0,0.0,0.0
30,1.955398409999999e-06,0.14570371929898707,0.0,0.0
31,0.0,0.0,0.20814817042712458,0.0
32,1.7550780323852544e-06,2.712619449654096e-06,3.273923618951257e-06,3.4282615907043618e-06
33,1.031259845898015e-06,4.314907381310147e-06,5.805929938921469e-06,4.995562284946157e-06
34,5.326687460134169e-06,4.300347801402857e-07,1.1185575168139992e-05,6.480119969849645e-06
35,0.0,0.0,0.0,0.0
36,5.230898345029799e-08,0.034643785232946006,4.360742269561035e-12,2.735625897519957e-05
37,0.0,0.05229561866116142,0.0,0.0
38,0.0,0.0,0.0,0.11900572292865685
39,0.0,0.29735452918160676,0.0,0.0
40,7.211495413037466e-07,2.394843848932851e-07,1.091247218580326e-06,5.938611681420764e-07
41,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0
44,0.0,1.8553120312255052e-05,0.0008957211913931921,0.0
45,0.0,0.0,0.0,0.002135292282547693
46,0.0,0.0,0.0,0.0
47,0.0,0.6999999999999991,0.0,0.0
48,3.6738806286368177e-07,1.3735339929298964e-07,2.9892179528132456e-07,3.217677232220678e-07
49,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0
55,0.9999999999999996,0.0,0.0,0.0
56,2.2785318850886986e-07,1.5795262120769614e-07,2.455495387431074e-07,1.820966827107395e-07
57,9.127709291713238e-08,8.582922601386272e-08,1.7624434829305844e-08,8.400839415533758e-08
58,6.420739621059895e-10,6.620118594476459e-09,3.507848746235656e-10,1.0191650192158563e-08
59,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0
