,0,1,2,3
0,5.724435903818089e-08,3.4037747078875704e-07,6.449514754436809e-08,0.0001972039606795555
1,2.6662441089824027e-07,8.29505474960651e-07,0.00016793392691891428,3.0772076821195567e-06
2,1.063532834208611e-06,0.00013886123515146012,1.1027661686346593e-06,2.4514803945767897e-09
3,4.84676227818859e-06,2.6831321631948452e-05,4.307372204990971e-06,4.710324589042856e-06
4,8.931572026198332e-06,4.483228401984472e-06,0.0031594016170405155,9.660095558303765e-06
5,3.640686059482294e-05,2.8270039400262816e-05,0.002532675925900512,2.9703199122218456e-05
6,3.382606838203047e-07,1.2046805865275156e-06,0.003929524289429056,2.4633021932027496e-05
7,0.00034812741108868707,2.7464324382684776e-05,0.0028476531253405924,2.416754344570383e-05
8,1.814049823614689e-07,1.783069592160599e-07,1.1464102424041327e-10,1.1439902412771846e-06
9,1.3368287584220027e-07,6.503922846648381e-07,1.7186322792731066e-05,3.7532204571349636e-07
10,4.1862098154503563e-10,9.300773190387769e-07,0.00046652483520561437,3.334981427928369e-06
11,3.033777531951421e-06,3.477248025748119e-09,8.407005296914872e-10,0.0027632448880548525
12,1.1123020657651542e-06,6.589302427451735e-06,4.821963529364876e-06,0.011085920947641863
13,5.7622107344240836e-08,0.0011204764795232755,1.2491620997794379e-05,0.01059464263289918
14,0.0023475902727506737,0.0005979647176223542,0.014043822109311238,0.00029166352647894025
15,3.38794969444205e-05,0.05598674263842574,3.63861693254565e-05,3.758957833406012e-05
16,9.447808403163932e-11,8.87276653374223e-11,1.0038319439715785e-10,7.095075772673626e-06
17,1.661258999956721e-10,3.56830608298168e-08,1.4246657355340736e-10,1.4906259642550072e-05
18,9.266430087088908e-05,2.4449108729051562e-11,2.006913838632635e-11,1.3929309597271237e-10
19,0.0,0.0,0.0,0.0
20,1.4835442045725593e-08,5.436017927874839e-07,1.1266034570068628e-08,0.02076047093001639
21,1.0120718141847894e-07,0.0009326812987622158,1.6919547029855845e-07,0.0008759643186098866
22,0.000352492806558337,0.00036254836696718133,0.0587225247355328,0.0004044215216856221
23,0.0015499356390197613,0.103129016686319,0.007742628888265903,0.00035394636409836073
24,8.6431915864051e-11,2.547876005676511e-10,1.1082406647370362e-10,1.0334441198470839e-10
25,4.141709817255916e-09,1.482984146105731e-10,1.61355379760644e-10,1.2125051595977416e-10
26,1.3190293054660555e-10,9.556182538763871e-11,1.083654962585112e-10,1.4194220702854306e-08
27,2.176167958662439e-14,3.164049004790613e-11,2.965832689523918e-11,2.1385630847818767e-09
28,3.189824051991466e-05,2.908189948474628e-09,7.438102837509765e-09,2.3754694585498924e-09
29,0.0,0.0,0.0,0.0
30,0.00304645942936738,1.9578332729429947e-06,0.09662216389330502,6.346887135023845e-06
31,0.014558943603691617,0.006781180118721777,0.1715612452078083,0.0032377778245966347
32,1.6488263964464432e-10,3.996536906267137e-09,7.129700089596417e-11,3.246680001574939e-10
33,7.329890058604155e-10,7.517300111377914e-11,2.6456361845553888e-11,8.602155560512049e-11
34,1.3035958221518855e-09,1.0483115559388521e-17,1.895027471845717e-11,5.911616170161086e-12
35,0.0,0.0,0.0,0.0
36,1.0634134036113105e-09,3.0393580286156118e-09,2.1793591195586467e-08,2.8975934619330274e-09
37,1.765921392066967e-08,1.5428877430512942e-08,2.2354579084860498e-07,2.4901061296747937e-08
38,9.654676269092212e-05,5.136327847280934e-07,1.5687723334413877e-08,0.008345535663370646
39,0.0015400870621603072,0.00037768823481486346,0.3123519200845344,0.001674856941550927
40,1.0562898120352479e-10,4.5514253839891457e-11,5.6676651099677193e-11,6.60978223114213e-11
41,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0
43,3.097812682760255e-08,3.7290771326976346e-08,6.378316370172334e-07,1.3420370704465613e-07
44,7.095390982830482e-09,1.570644132959341e-10,1.9853413318633104e-09,9.70729889700963e-09
45,9.18690177984476e-09,5.852795581651179e-09,1.112357391576446e-09,8.062748652706817e-09
46,0.0,0.0,0.0,0.0
47,7.760485175866616e-08,0.0022262631781313803,0.5414068487739128,0.0715027270120747
48,3.3406079964673404e-10,1.1455588193233014e-08,2.937109035722014e-11,1.4603620823856655e-09
49,0.0,0.0,0.0,0.0
50,1.2501093812442839e-11,0.0,0.0,0.0
51,5.142518531383002e-07,6.818096565306327e-07,2.2464878640165083e-07,4.334495909206736e-07
52,0.0,0.0,0.0,0.0
53,8.752348563652632e-10,0.0,1.8604258334581702e-09,1.8312511857351568e-09
54,0.0,0.0,0.0,0.0
55,0.02927434576375748,9.099009909999069e-05,0.9615384641550877,0.02897602572959712
56,4.890515663022965e-09,6.343244907880701e-09,4.506172664241833e-08,5.644080199335575e-09
57,9.084506940784089e-09,2.1777212256732575e-08,4.442449286137615e-08,6.037612671930405e-09
58,1.4194628611975272e-08,2.7362362823944675e-08,1.3006970528678763e-09,6.752905676091806e-09
59,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0
61,1.1279215993234573e-09,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0
