0,8
1,-6.40000000000000
2,5.12000000000000
3,-4.09600000000000
4,3.27680000000000
5,-2.62144000000000
6,2.09715200000000
7,-1.67772160000000
8,1.34217728000000
9,-1.07374182400000
10,0.858993459200001
11,-0.687194767360001
12,0.549755813888001
13,-0.439804651110400
14,0.351843720888320
15,-0.281474976710656
16,0.225179981368525
17,-0.180143985094820
18,0.144115188075856
19,-0.115292150460685
20,0.0922337203685479
21,-0.0737869762948384
22,0.0590295810358707
23,-0.0472236648286966
24,0.0377789318629572
25,-0.0302231454903658
26,0.0241785163922926
27,-0.0193428131138341
28,0.0154742504910673
29,-0.0123794003928538
30,0.00990352031428307
