,0,1,2,3
0,1.377635907493861e-06,0.05216376463469618,1.6145796535686803e-06,2.624333316354213e-06
1,6.407889436514742e-07,0.05012680509801447,1.2307322488055175e-06,2.896135872004452e-06
2,3.550048925272344e-07,2.789050903485035e-07,4.531446118485819e-06,0.04113075730849593
3,4.258052472204839e-07,1.928806579277534e-07,1.174945281727556e-06,0.036252354102156326
4,2.8141881416032966e-09,0.0008604142629497931,3.342748025662082e-08,1.0769328093218932e-06
5,2.4706059918352108e-08,0.0021432682819885677,1.0070343503481887e-07,3.079026049348352e-08
6,1.447790844860678e-08,1.2739724588938851e-07,0.010369354864692253,5.84599867968041e-07
7,0.0,3.681677013611131e-07,0.00661375017556421,0.0
8,1.7846193585917898e-07,2.7807626950950083e-07,9.247188433750163e-07,0.0701552585924837
9,1.9844816457260742e-07,2.4707412983542144e-06,0.07351407305022546,3.1737250531559865e-06
10,1.0698661239633206e-07,8.046812911670576e-08,3.6222012692490185e-07,0.13097357310865593
11,2.3413173326639315e-08,9.768681634384746e-07,0.2399185594472421,2.1309510727795945e-07
12,1.8231852933252215e-09,1.1837469541266166e-11,0.2665761771636025,2.8668672208550867e-07
13,7.1230443985271565e-09,2.2528861465576145e-07,2.3771567947751293e-07,0.296195752404003
14,8.692433954531673e-10,1.3025899032551105e-07,0.3291063915600036,0.0
15,0.0,0.290072009971276,1.4328488935806215e-06,0.0
16,3.331879940271452e-07,4.657781524317136e-08,0.04540752069805571,2.6535509608384704e-07
17,0.05083848784262845,3.3827805134094866e-07,7.241895904935474e-08,2.565554428945366e-06
18,1.1927268241339439e-05,3.8847287668835525e-08,7.301859549604192e-08,8.579560033026189e-07
19,0.0,0.0,0.0,0.0
20,5.964222241336614e-07,3.855225635228103e-08,0.00011932417401946611,6.229859626809653e-08
21,3.04853424739633e-08,0.0,0.0,0.000967171280827174
22,1.0550978216366396e-08,0.0,0.43371535098585934,0.0
23,0.0,0.0,0.47194271053956416,0.0
24,3.685132883353333e-08,5.010195946414089e-09,5.5923611494366846e-08,9.318749149226128e-08
25,3.741765949288214e-07,3.77673999605512e-08,0.04625585125941638,7.723645956652903e-08
26,1.3615567016525802e-07,1.0901127475915334e-07,5.213961887122596e-09,3.2506189616984665e-07
27,0.0,1.7153399370772162e-08,0.0,3.676345224270075e-07
28,3.6354628622046617e-06,4.0442864828587944e-09,0.0,3.639857834572914e-09
29,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.481905945539844
31,0.0,0.0,0.5354510505998269,0.0
32,1.1781870320154087e-09,7.150953924121748e-10,1.496863865912108e-09,5.2525941151338885e-09
33,2.5124000184799533e-09,1.4109712021706465e-09,2.512306269371847e-11,6.0305440111259595e-09
34,1.7391003385533317e-08,1.5887481392680774e-10,4.550408740791725e-14,2.0350641894109684e-10
35,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0
39,0.0,0.0,0.8099999999999987,0.0
40,2.5671457245863945e-10,4.287429972692655e-12,1.9023127327052255e-12,9.035642626400163e-10
41,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0
47,1.0406263988669305e-06,2.4989358747941186e-06,0.899999999999999,4.079618038375704e-07
48,0.0,0.0,0.0,2.3104311521277555e-11
49,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0
55,0.0,0.0,0.9999999999999996,0.0
56,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0
