,0,1,2,3
0,5.012946654341397e-33,2.1665053036351865e-33,1.7226821192052984e-14,6.815957924924486e-33
1,7.916428141401226e-31,2.285263714725102e-17,1.729282069913722e-30,6.488691442912506e-31
2,2.960537624610052e-22,1.4463563290377073e-22,1.650965071210625e-21,4.2689364550823907e-14
3,6.199705045733092e-25,1.1893162749952088e-14,4.133234031919395e-26,1.1749963880415916e-25
4,6.42587509282008e-24,8.703696276595418e-24,7.358453295167442e-15,2.5140452556635692e-14
5,2.78506273454191e-23,2.9916895421390575e-21,1.768285650703137e-14,5.367199906725614e-23
6,1.9187134097445643e-14,1.383520953669379e-19,3.734967730924614e-23,5.495575502569626e-23
7,3.5152701348790063e-22,1.2983303279220225e-19,1.6495553679437667e-22,1.959778398939839e-19
8,1.1705234326577474e-26,2.7886141492620655e-26,1.7226821192052983e-13,1.492372608242878e-26
9,4.156091130684622e-25,1.7226821192052982e-12,1.9821435626688418e-24,2.9379066348821813e-24
10,2.1174792581360746e-22,3.3852455383213e-22,2.658757677696958e-22,1.722682119205298e-11
11,2.1391716312237093e-27,1.722682119205298e-10,9.0330419194379e-21,1.840694422089146e-27
12,1.6635576836690482e-21,3.457877099120809e-21,1.7226821192052978e-09,1.8446861074670847e-22
13,1.3628824636736622e-15,6.501117114114074e-14,4.1776856731265596e-18,1.6394708482185988e-14
14,8.057828711790644e-14,5.912083592877709e-09,2.0855692711933713e-18,2.874373588834648e-18
15,4.438066326333131e-21,1.6867406387186516e-09,6.540457071600707e-21,6.368351814045075e-21
16,3.003700802648593e-33,1.3175953364535097e-32,1.4450825052427802e-32,1.318965285288947e-20
17,1.355524786609909e-31,4.479592947621433e-31,2.0039160897855425e-25,5.427590136601875e-19
18,1.1670582324086443e-26,2.635832206386464e-31,8.502038895803968e-31,5.927855022445841e-19
19,0.0,0.0,0.0,0.0
20,1.8162408616015165e-22,2.587240952878771e-22,1.7226821192052977e-08,4.7936220076277227e-23
21,9.907267790355373e-23,1.7226821192052977e-07,4.256222888633935e-22,1.6637706309511906e-20
22,2.3602832461961443e-20,1.7226821192052976e-06,1.5001745304647266e-18,1.0096560534312959e-10
23,2.946470545775868e-14,2.6882688294022375e-18,9.808497007856468e-09,2.588430427338729e-14
24,3.267641859813421e-33,5.790038594153536e-33,1.2114156230603066e-33,3.798617867699977e-24
25,1.9814827226800388e-22,2.0791367085732332e-29,3.4534846768143055e-31,5.024435513390963e-25
26,1.2882372299826786e-31,2.1094668791783855e-31,2.7109910495756886e-31,1.1939384499520557e-26
27,3.391954997685845e-27,5.3141378578210845e-20,5.813471760608124e-29,1.7598836856778937e-27
28,2.963427149214044e-23,3.320863078655871e-23,7.322936295331224e-17,2.9000775309756488e-24
29,0.0,0.0,0.0,0.0
30,1.7226821192052974e-05,2.2381439893459994e-16,9.636166603382238e-17,8.549465701618942e-17
31,6.773572560248039e-05,9.940829020866259e-14,1.267296754770481e-16,1.6811093536255215e-16
32,9.074569872807264e-35,4.4485464514832086e-35,4.172236000981447e-33,1.6903822714455289e-34
33,3.6762488778544e-35,4.895771213605031e-34,1.692357728582971e-33,4.401161390658917e-22
34,2.445066779927467e-22,3.5714379775525087e-34,4.175094089821857e-34,2.6012511023246246e-34
35,0.0,0.0,0.0,0.0
36,2.841162840913791e-21,5.7061305554289275e-15,9.631962760992323e-22,6.020743860768357e-22
37,3.575437049139777e-17,1.7255366488051722e-15,1.8824302969861473e-17,3.727609580830411e-17
38,1.723959375679792e-15,2.8361999163173813e-13,0.00017226821192052973,2.075117262154784e-15
39,0.0017226821192052972,9.075418947956579e-05,2.0764718317776544e-13,7.431192742229171e-07
40,2.0269836786817784e-35,4.189779646164886e-36,2.080501362560277e-36,2.468484962110072e-36
41,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0
43,5.713459591774506e-37,7.67357620906885e-22,0.0,0.0
44,9.438342613144463e-22,8.494854630038873e-21,9.22625839388522e-21,8.85085718405617e-16
45,1.518712616464251e-16,2.262863930897596e-19,3.0734816254257755e-19,6.537407852839982e-20
46,0.0,0.0,0.0,0.0
47,1.158456053686888e-11,6.68354646366292e-13,0.09098509933774836,2.646729262456086e-06
48,1.4597868208607774e-36,2.3015214234520085e-37,3.5120824975759094e-37,3.972096150869584e-37
49,0.0,0.0,0.0,0.0
50,5.801572083354254e-35,0.0,0.0,4.6046492140108e-34
51,1.310391073323195e-34,0.0,4.932824780773676e-34,1.151988687974091e-34
52,0.0,0.0,0.0,0.0
53,1.5788024344366662e-19,0.0,1.2589861151710424e-19,3.962327615034292e-20
54,0.0,0.0,0.0,0.0
55,1.0,0.0003249011728894656,0.0001405595381252353,2.1546605051525104e-05
56,3.647925394837835e-38,2.6315101486980102e-36,2.1458072184867653e-38,6.195703176587254e-38
57,1.0668107819011879e-35,5.7311425064382374e-36,5.3578210083041883e-36,2.1724537133698613e-36
58,2.1023366531153486e-34,1.0027314160772426e-34,5.759943192477179e-34,1.191907529677031e-34
59,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,2.2182214742075277e-19
61,4.529208543311983e-20,1.2657619930213908e-19,4.9874584949823846e-20,0.0
62,3.895851009607238e-22,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0
