0,1,2,3
9.71880232203422e-16,5.205154617304335e-16,1.4308914966434594e-15,7.854435621492356e-14
1.5280449196779428e-14,6.939794090725364e-15,8.533140948563051e-13,5.01787403245328e-14
1.6985009629428562e-13,7.867652225680985e-14,3.0839109788735815e-12,2.944431938936181e-13
3.0875213434069954e-12,1.951836287716094e-11,8.425088055892783e-13,1.1026597855869279e-13
4.420608947293739e-11,1.5283012712003648e-10,3.585370886472705e-12,3.731965009373687e-12
1.5052213636216548e-10,2.6618976940223963e-10,1.953090479252171e-09,7.987949516318459e-11
7.634474589515251e-10,7.086353681174882e-09,3.745079847479119e-09,2.1829938359352975e-10
3.814425068981457e-09,4.691868205266436e-08,1.4611749098394093e-08,2.619832418346949e-10
4.214535826093649e-16,2.2979071253900967e-16,1.23992887954946e-15,9.046787051269785e-14
4.615354591896788e-15,9.06723022431091e-12,1.2003592355781725e-13,3.188667185859085e-15
9.852190623871254e-14,2.1366471443765178e-12,9.443566437988659e-11,5.092427008793917e-13
8.107580061875697e-13,2.685263928338776e-12,4.7151717262092606e-11,9.688369075054477e-10
6.191752606597232e-10,9.838506035780588e-09,1.1659794985529725e-11,1.2441069077610345e-11
1.7098947970459096e-10,1.0942013304595614e-09,9.9240707735882e-08,6.895147038787858e-09
5.2019467531535704e-08,2.177320278064491e-08,1.737957683099025e-07,2.8034938705166422e-08
2.46108954598265e-07,2.9732395600825892e-06,4.569596553405207e-07,2.7208366685115842e-08
2.707699492611837e-16,2.968000463570543e-16,9.88539768664808e-16,1.6211499054177633e-16
4.96817393856064e-15,1.6566091614109846e-14,8.675155099041935e-14,2.7262537209874594e-14
9.768971427536288e-14,9.703267058263634e-14,1.7148162605923864e-12,1.3135525753728673e-14
0.0,0.0,0.0,0.0
4.5706911704705644e-11,2.834355741834504e-10,1.7249889323865423e-08,2.3583083196816556e-10
6.020393220878872e-10,7.600976966432987e-09,9.968318873718234e-07,2.469952122321321e-09
2.975480629640092e-07,1.2849345400280056e-06,9.988602908085891e-06,6.225719844377391e-07
9.99648219268034e-05,1.947180471863299e-06,2.0725970499067946e-06,2.810559787688047e-07
4.400307690988224e-16,1.8317085536031322e-14,2.7666818262836466e-15,4.115785603968306e-15
1.4870625033646271e-15,3.3476943317007863e-13,3.939914274551905e-14,3.7001575652812547e-14
1.9800727322071634e-14,1.690479562014356e-11,2.0311636729968094e-12,1.32313720122116e-12
2.6372972936406963e-13,2.890049913391646e-11,1.60393707040639e-10,3.784816702321287e-11
7.966132127512769e-09,1.4922458986877162e-09,5.450515728524812e-10,3.47069401388811e-11
0.0,0.0,0.0,0.0
7.968975066277821e-07,1.4132050263004902e-05,4.902435105279329e-05,8.100192999569048e-06
0.0009999092997122008,8.571696829050391e-05,0.00013344861838338393,5.5195771437533895e-06
2.235967190880999e-16,3.4530042775966765e-16,3.0951093257562144e-16,8.512210854513115e-16
5.245310771565983e-15,3.724324610289638e-15,5.64017661576236e-15,1.3685295006529141e-14
9.136900697444505e-14,5.517110655907402e-16,5.2370131389452043e-14,4.021296650960881e-13
0.0,0.0,0.0,0.0
5.395475857862054e-10,2.3114021529764304e-07,6.02366730173682e-08,2.342506918376254e-08
7.416351613658136e-09,5.758249288880074e-06,5.474112801639838e-07,9.490644671757623e-07
6.054631469806836e-07,0.0002562559660871123,7.516754403796487e-05,2.844274046780994e-05
0.0004960603206748414,0.0014610950263540352,0.00999981563003124,0.00024546886006393586
1.3874511356948242e-17,7.765659822613049e-19,1.186264017252535e-17,9.707457634757659e-18
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,2.413195019379055e-11,5.735490967912903e-13,5.33500624746576e-11
1.1125954371967246e-09,1.1758937752792946e-09,1.6015452588145467e-09,1.457150181052405e-08
2.2961425032704057e-07,1.0221590303694282e-10,1.6593958770386987e-08,1.4775637933745389e-08
0.0,0.0,0.0,0.0
0.0018714252397619936,0.006395651749358546,0.09999975506637541,0.0053724106368517105
1.4511543260040603e-19,1.4861673365690262e-20,1.4305779234203843e-19,6.356316552971451e-19
0.0,0.0,0.0,0.0
0.0,2.9145726395020107e-28,0.0,0.0
0.0,0.0,0.0,6.689076153380944e-13
0.0,0.0,0.0,0.0
6.1150090308932215e-09,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0743314590064816,0.9999998335994124,0.06915414946430364,0.00953653204254043
7.823041526936065e-21,5.528410104075021e-22,3.295727563587914e-21,1.2583596489939839e-20
5.974909817776228e-23,7.724226805183852e-22,2.7539101618770467e-24,1.5222385362701407e-22
0.0,2.2207643197356297e-28,3.2702549207753926e-28,1.9861723184116376e-24
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
5.1386288478948023e-11,0.0,0.0,0.0
4.395689076863201e-13,0.0,0.0,0.0
0.0,0.0,0.0,0.0
